27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 04.05.2020 06:02:58.2100000; 
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 16:04:09.0330000; 28.05.2020 16:04:10.6700000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 16:04:09.2490000; 28.05.2020 16:04:10.6700000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 16:04:09.4570000; 28.05.2020 16:04:10.6700000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 16:04:09.6650000; 28.05.2020 16:04:10.6700000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 16:04:09.8410000; 28.05.2020 16:04:10.6700000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 16:04:10.0490000; 28.05.2020 16:04:10.6700000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 16:04:10.2650000; 28.05.2020 16:04:10.6700000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 16:04:10.4330000; 28.05.2020 16:04:10.6700000
16927; Kanal 2: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 28.05.2020 16:04:10.7890000; 28.05.2020 16:04:12.7840000
; ----- Start Alarmerfassung -----; ; 29.05.2020 06:02:19.2670000; 29.05.2020 06:02:19.2670000
27002; Achse X_1_ Teststop läuft; sinumerik_alarm_nck; 29.05.2020 06:02:57.1460000; 29.05.2020 06:02:57.3510000
27002; Achse Y_1_ Teststop läuft; sinumerik_alarm_nck; 29.05.2020 06:02:57.1470000; 29.05.2020 06:02:57.3510000
27002; Achse A_1_ Teststop läuft; sinumerik_alarm_nck; 29.05.2020 06:02:57.1540000; 29.05.2020 06:02:57.3590000
27002; Achse SP1 Teststop läuft; sinumerik_alarm_nck; 29.05.2020 06:02:57.1540000; 29.05.2020 06:02:57.3590000
27002; Achse Z_1_ Teststop läuft; sinumerik_alarm_nck; 29.05.2020 06:02:57.1560000; 29.05.2020 06:02:57.3610000
27002; Achse B_1_ Teststop läuft; sinumerik_alarm_nck; 29.05.2020 06:02:57.1560000; 29.05.2020 06:02:57.3610000
201798; Achse B_1_ DRV_3.14:2 (15), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 29.05.2020 06:02:57.1410000; 29.05.2020 06:02:58.2200000
201798; Achse A_1_ DRV_3.14:3 (17), Komponente NX_104 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 29.05.2020 06:02:57.1410000; 29.05.2020 06:02:58.2370000
201798; Achse X_1_ DRV_3.3:3 (11), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 29.05.2020 06:02:57.1410000; 29.05.2020 06:02:58.3160000
201798; Achse Y_1_ DRV_3.3:5 (12), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 29.05.2020 06:02:57.1410000; 29.05.2020 06:02:58.3320000
201798; Achse Z_1_ DRV_3.3:4 (13), Komponente NCU_01 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 29.05.2020 06:02:57.1410000; 29.05.2020 06:02:58.4200000
27002; Achse ZM1_ Teststop läuft; sinumerik_alarm_nck; 29.05.2020 06:02:57.5210000; 29.05.2020 06:02:57.7250000
27002; Achse Y_2_ Teststop läuft; sinumerik_alarm_nck; 29.05.2020 06:02:57.5210000; 29.05.2020 06:02:57.7250000
27002; Achse ES1_ Teststop läuft; sinumerik_alarm_nck; 29.05.2020 06:02:57.5230000; 29.05.2020 06:02:57.7270000
27002; Achse E_1_ Teststop läuft; sinumerik_alarm_nck; 29.05.2020 06:02:57.5230000; 29.05.2020 06:02:57.7270000
27002; Achse Q_1_ Teststop läuft; sinumerik_alarm_nck; 29.05.2020 06:02:57.5250000; 29.05.2020 06:02:57.7290000
27002; Achse EL1_ Teststop läuft; sinumerik_alarm_nck; 29.05.2020 06:02:57.5250000; 29.05.2020 06:02:57.7290000
201798; Achse Q_1_ DRV_3.15:2 (22), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 29.05.2020 06:02:57.5130000; 29.05.2020 06:02:58.6440000
201798; Achse EL1_ DRV_3.15:4 (24), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 29.05.2020 06:02:57.5130000; 29.05.2020 06:02:58.6640000
201798; Achse ES1_ DRV_3.15:6 (26), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 29.05.2020 06:02:57.5130000; 29.05.2020 06:02:58.6880000
201798; Achse E_1_ DRV_3.15:5 (28), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 29.05.2020 06:02:57.5130000; 29.05.2020 06:02:58.7090000
201798; Achse ZM1_ DRV_3.15:3 (30), Komponente NX_105 (1):SI Motion P1 (CU): Teststopp für Bewegungsüberwachungen läuft.; fhy101011_05103400; 29.05.2020 06:02:57.5130000; 29.05.2020 06:02:58.7280000
10621; Kanal 1: Achse Z_1_ steht auf Softwareendschalter  ; sinumerik_alarm_nck; 29.05.2020 07:23:05.5180000; 29.05.2020 07:23:07.6340000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 29.05.2020 07:23:25.6440000; 29.05.2020 07:23:49.1550000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 29.05.2020 07:23:36.6700000; 29.05.2020 07:23:42.3450000
754942; Beladestelle Scheibenmagazin aktiv   fehlt; sinumerik_alarm_plc_pmc; 29.05.2020 08:06:43.9470000; 29.05.2020 08:06:48.5600000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 29.05.2020 08:51:22.8500000; 29.05.2020 08:52:17.8300000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 29.05.2020 08:51:37.9590000; 29.05.2020 08:51:42.0570000
754942; Beladestelle Scheibenmagazin aktiv   fehlt; sinumerik_alarm_plc_pmc; 29.05.2020 08:58:55.9840000; 29.05.2020 09:01:05.4060000
700208; Achtung: Durch Satzsuchlauf erfolgte Programmanwahl manuell! Programm fortsetzen mit NC-Start; sinumerik_alarm_plc_pmc; 29.05.2020 09:01:27.8380000; 29.05.2020 09:01:51.5460000
10208; Kanal 1: Zur Programmfortsetzung NC-Start geben; sinumerik_alarm_nck; 29.05.2020 09:01:29.3160000; 29.05.2020 09:01:42.2120000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 29.05.2020 11:44:30.0960000; 29.05.2020 11:44:31.2910000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 29.05.2020 11:44:30.2400000; 29.05.2020 11:44:31.2910000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 29.05.2020 11:44:30.4400000; 29.05.2020 11:44:31.2910000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 29.05.2020 11:44:30.6480000; 29.05.2020 11:44:31.2910000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 29.05.2020 11:44:30.8560000; 29.05.2020 11:44:31.2910000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 29.05.2020 11:44:31.0250000; 29.05.2020 11:44:31.2910000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 29.05.2020 11:44:31.2330000; 29.05.2020 11:44:31.2910000
16927; Kanal 1: Aktion 'Wechsel in Programmbetriebsart' bei aktiver Interrupt-Behandlung nicht erlaubt; sinumerik_alarm_nck; 29.05.2020 11:44:31.4770000; 29.05.2020 11:44:33.4380000
27251; PROFIsafe: F-Modul 1020, Master meldet Fehler CRC; sinumerik_alarm_nck; 29.05.2020 11:45:39.9750000; 
27021; Achse X_1_ Stop D ausgelöst; sinumerik_alarm_nck; 29.05.2020 11:45:39.9790000; 
27021; Achse Y_1_ Stop D ausgelöst; sinumerik_alarm_nck; 29.05.2020 11:45:39.9790000; 
27021; Achse Z_1_ Stop D ausgelöst; sinumerik_alarm_nck; 29.05.2020 11:45:39.9790000; 
27021; Achse B_1_ Stop D ausgelöst; sinumerik_alarm_nck; 29.05.2020 11:45:39.9790000; 
27021; Achse A_1_ Stop D ausgelöst; sinumerik_alarm_nck; 29.05.2020 11:45:39.9790000; 
27021; Achse SP1 Stop D ausgelöst; sinumerik_alarm_nck; 29.05.2020 11:45:39.9790000; 
27021; Achse Q_1_ Stop D ausgelöst; sinumerik_alarm_nck; 29.05.2020 11:45:39.9790000; 
27021; Achse EL1_ Stop D ausgelöst; sinumerik_alarm_nck; 29.05.2020 11:45:39.9790000; 
27021; Achse ES1_ Stop D ausgelöst; sinumerik_alarm_nck; 29.05.2020 11:45:39.9790000; 
27021; Achse E_1_ Stop D ausgelöst; sinumerik_alarm_nck; 29.05.2020 11:45:39.9790000; 
27021; Achse ZM1_ Stop D ausgelöst; sinumerik_alarm_nck; 29.05.2020 11:45:39.9790000; 
27021; Achse Y_2_ Stop D ausgelöst; sinumerik_alarm_nck; 29.05.2020 11:45:39.9790000; 
380075; PROFIBUS/PROFINET: Ausfall DP-Peripherie Bus 1 Slave/Device 6 logische Basisadresse ; sinumerik_alarm_nck_drive; 29.05.2020 11:45:40.0450000; 
20144; Kanal 1: Satz N64300 Bewegungssynchronaktion: IDS=876 Zugriff auf Systemvariable nicht möglich; sinumerik_alarm_nck; 29.05.2020 11:45:40.0470000; 
27252; PROFIsafe: Slave/Device IM155-6 DP HF V3.1, Bus 1, Lebenszeichen-Fehler; sinumerik_alarm_nck; 29.05.2020 11:45:40.0710000; 
380075; PROFIBUS/PROFINET: Ausfall DP-Peripherie Bus 1 Slave/Device 3 logische Basisadresse ; sinumerik_alarm_nck_drive; 29.05.2020 11:45:40.2070000; 
700316; Schutzschalter i.O. <Sofort Halt> (=1705C-QA3:14) fehlt; sinumerik_alarm_plc_pmc; 29.05.2020 11:45:40.0760000; 
700318; Schutzschalter i.O. <Halt nach Taktende> (=12005C-QA1:14) fehlt; sinumerik_alarm_plc_pmc; 29.05.2020 11:45:40.0760000; 
700319; Schutzschalter i.O. <Sofort Halt> (=240C-FC1:SIG:S3) fehlt; sinumerik_alarm_plc_pmc; 29.05.2020 11:45:40.0760000; 
700320; Schutzschalter i.O. <Sofort Halt> (=240C-FC2:SIG:S3) fehlt; sinumerik_alarm_plc_pmc; 29.05.2020 11:45:40.0760000; 
700323; Schutzschalter i.O. <Halt in Transportfreigabe> (=11010C-QA1:14) fehlt; sinumerik_alarm_plc_pmc; 29.05.2020 11:45:40.0760000; 
909011; DP-Mastersystem(1) Adresse:3 Sammelstörung; ; 29.05.2020 11:45:41.0950000; 
909011; DP-Mastersystem(1) Adresse:6 Sammelstörung; ; 29.05.2020 11:45:41.0960000; 
909011; DP-Mastersystem(1) Adresse:12 Sammelstörung; ; 29.05.2020 11:45:41.0960000; 
909011; DP-Mastersystem(1) Adresse:71 Sammelstörung; ; 29.05.2020 11:45:41.0960000; 
